,Text,Date,Sentiment,Tok_text
956,"FPIs invest Rs 19k cr in equities in Nov on softening US inflation, dollar",2022-11-13 00:00:00,1,fpis invest rs cr equities nov softening inflation dollar
957,"Markets to track inflation data, global factors this week: Analysts",2022-11-13 00:00:00,0,markets track inflation data global factors week analysts
958,Nine of top-10 firms add Rs 2.12 trn in m-cap; HDFC Bank tops chart,2022-11-13 00:00:00,1,firms add rs trn cap hdfc bank tops chart
959,Six Indian stocks added to MSCI; Five Star IPO manages to scrape through,2022-11-11 00:00:00,1,indian stocks added msci star ipo manages scrape 
960,Metal stocks rally despite decline in corporate earnings in Sept quarter,2022-11-11 00:00:00,1,metal stocks rally despite decline corporate earnings sept quarter
961,"Sensex hits record closing high on US inflation print; Nifty ends at 18,350",2022-11-11 00:00:00,1,sensex hits record closing high inflation print nifty ends 
962,"Transfer pay-outs to client's demat account within a day, says Sebi",2022-11-11 00:00:00,0,transfer pay outs client demat account day says sebi
963,Amalgamation-bound HDFC twins soar more than 5% each on MSCI tweak,2022-11-11 00:00:00,1,amalgamation bound hdfc twins soar msci tweak
964,Sebi introduces regulatory framework for online bond platform providers,2022-11-11 00:00:00,0,sebi introduces regulatory framework online bond platform providers
965,"Lumax Ind freezes at 20% upper circuit on strong Q2 results, capex plan",2022-11-11 00:00:00,-1,lumax ind freezes upper circuit strong results capex plan
966,Zomato soars 13% on heavy volume as net loss narrows to Rs 251 cr in Q2,2022-11-11 00:00:00,1,zomato soars heavy volume net loss narrows rs cr 
967,Eicher Motors dips 5% on profit booking post firm September quarter results,2022-11-11 00:00:00,-1,eicher motors dips profit booking post firm september quarter results
968,"HDFC Bank, HDFC hit over 7-month highs; stocks rally up to 15% in one month",2022-11-11 00:00:00,1,hdfc bank hdfc hit month highs stocks rally month
969,FPI buying gives wings to Nykaa shares; surge 20% post persistent sell-off,2022-11-11 00:00:00,1,fpi buying gives wings nykaa shares surge post persistent sell 
970,"DCX Systems makes strong debut, stock lists at 39% premium over issue price",2022-11-11 00:00:00,1,dcx systems makes strong debut stock lists premium issue price
971,"3 reasons why Sensex rallied 1,181 pts Friday to hit fresh 1-year high",2022-11-11 00:00:00,1, reasons sensex rallied pts friday hit fresh year high
972,SC issues notice to SEBI on RIL plea on non-compliance of court order,2022-11-11 00:00:00,0,sc issues notice sebi ril plea non compliance court order
973,"Markets fall for 2nd day amid weak global equities, Nifty dips 30.15 points",2022-11-03 00:00:00,-1,markets fall nd day amid weak global equities nifty dips points
974,"Rub-off effect: Spooked by TCS Q1 results, IT pack suffers losses",2022-07-11 00:00:00,-1,rub effect spooked tcs results pack suffers losses
975,"Sensex snaps 3-day bull run, dips 87 pts; Airtel, TCS shed 5%, PSBs soar",2022-07-11 00:00:00,-1,sensex snaps day bull run dips pts airtel tcs shed psbs soar
976,Sebi imposes Rs 10 lakh fine on Bajaj Hindusthan for disclosure lapses,2022-07-08 00:00:00,-1,sebi imposes rs lakh fine bajaj hindusthan disclosure lapses
977,IIFL Wealth Management pays over Rs 3 crore to settle case with Sebi,2022-07-08 00:00:00,0,iifl wealth management pays rs crore settle case sebi
978,Oil heads for weekly loss as growth fears trump supply tightness,2022-07-08 00:00:00,-1,oil heads weekly loss growth fears trump supply tightness
979,"Rupee falls 10 paise to 79.26/$, tracking rebound in crude oil prices",2022-07-08 00:00:00,-1,rupee falls paise tracking rebound crude oil prices
980,Sebi considers bringing MF transactions under insider trading ambit,2022-07-08 00:00:00,0,sebi considers bringing mf transactions insider trading ambit
981,Fee pool shrinks by nearly 33% as equity offerings drop in first half,2022-07-07 00:00:00,-1,fee pool shrinks nearly equity offerings drop half
982,Markets end the day with tiny losses even as heavyweight RIL tanks 7%,2022-07-01 00:00:00,-1,markets end day tiny losses heavyweight ril tanks 
983,"Rupee breaches 79, sheds 0.9% this week as FII outflows, CAD worries grow",2022-07-01 00:00:00,-1,rupee breaches sheds week fii outflows cad worries grow
984,Beaten down consumer durables still weak; Bajaj Electricals may buck trend,2022-07-01 00:00:00,-1,beaten consumer durables weak bajaj electricals buck trend
985,Bajaj Auto slips 3% on flat June sales numbers; sheds 7% in last three days,2022-07-01 00:00:00,-1,bajaj auto slips flat june sales numbers sheds days
986,"Parag Milk Foods slips 12%, stock hits 52-week low as Q4 loss widens",2022-07-01 00:00:00,-1,parag milk foods slips stock hits week low loss widens
987,"Sensex, Nifty end flat; log biggest quarterly loss since March 2020",2022-06-30 00:00:00,-1,sensex nifty end flat log biggest quarterly loss march 
988,"Oil falls 2% on uncertainty over future OPEC-plus output, recession fears",2022-06-30 00:00:00,-1,oil falls uncertainty future opec plus output recession fears
989,"Sebi imposes Rs 11 cr fine on NSE, seven others in algo trade software case",2022-06-30 00:00:00,0,sebi imposes rs cr fine nse seven algo trade software case
990,"Crude Oil slumps 6%; ONGC, Oil India, Adani Total tumble up to 17%",2022-06-20 00:00:00,-1,crude oil slumps ongc oil india adani total tumble 
991,"GR Infraprojects hits all-time low, stock down 18% in 3 days amid CBI raids",2022-06-15 00:00:00,-1,gr infraprojects hits time low stock days amid cbi raids
992,"Sensex snaps 4-day losing run, rises 428 pts; Nifty holds 16,450; RIL up 3%",2022-06-09 00:00:00,-1,sensex snaps day losing run rises pts nifty holds ril 
993,"Sensex, Nifty extend losses for second straight session in choppy trade",2022-06-03 00:00:00,-1,sensex nifty extend losses second straight session choppy trade
994,Markets pare early gains; Sensex extends losses in choppy trade,2022-06-02 00:00:00,-1,markets pare early gains sensex extends losses choppy trade
995,"Sun Pharma slips 4% on posting Rs 2,277 crores loss in Q4",2022-05-31 00:00:00,-1,sun pharma slips posting rs crores loss 
996,Delhivery posts Rs 120 crore loss in Q4; should you sell or hold the stock?,2022-05-31 00:00:00,-1,delhivery posts rs crore loss sell hold stock 
997,Benchmarks snap 3-day winning run ahead of Q4 GDP data; Sensex fall 359 pts,2022-05-31 00:00:00,-1,benchmarks snap day winning run ahead gdp data sensex fall pts
998,Sebi imposes fine of Rs 1 crore on IIFL for misusing client funds,2022-05-30 00:00:00,0,sebi imposes fine rs crore iifl misusing client funds
999,BPCL extends losses into 3rd day as Centre calls off privatisation process,2022-05-27 00:00:00,-1,bpcl extends losses rd day centre calls privatisation process
1000,"IndiGo soars 10% as CEO eyes 'profitability' after Rs 1,681 cr loss in Q4",2022-05-26 00:00:00,-1,indigo soars ceo eyes profitability rs cr loss 
1001,Sequent Scientific tanks 17% on weak Q4; stock down 70% from 52-wk high,2022-05-26 00:00:00,-1,sequent scientific tanks weak stock wk high
1002,"Sensex falls for 3rd day, dips 303 pts; Asian Paints sinks 8%; IT index 3%",2022-05-25 00:00:00,-1,sensex falls rd day dips pts asian paints sinks index 
1003,Rupee slips to fresh low against dollar for fourth straight trading session,2022-05-20 00:00:00,-1,rupee slips fresh low dollar fourth straight trading session
1004,Bears tighten grip: Market sell-off deepens on global recession fears,2022-05-20 00:00:00,-1,bears tighten grip market sell deepens global recession fears
1005,"Oil prices recoup losses based on renewed supply worries, dollar weakness",2022-05-19 00:00:00,-1,oil prices recoup losses based renewed supply worries dollar weakness
1006,Investors lose over Rs 6.71 trn as markets crash over inflation worries,2022-05-19 00:00:00,-1,investors lose rs trn markets crash inflation worries
1007,Rupee slumps 10 paise to close at all-time low of 77.72 against US Dollar,2022-05-19 00:00:00,-1,rupee slumps paise close time low dollar
1008,"Oil prices recoup early losses on China hopes, global supply fears",2022-05-19 00:00:00,-1,oil prices recoup early losses china hopes global supply fears
1009,Dr Reddy's Q4 PAT falls 76% YoY on impairment costs; misses estimates,2022-05-19 00:00:00,-1,dr reddy q pat falls yoy impairment costs misses estimates
1010,"Nifty IT index slips 5%; Infosys, Tech Mahindra, LTTS, Wipro down over 5%",2022-05-19 00:00:00,-1,nifty index slips infosys tech mahindra ltts wipro 
1011,HDFC Bank hits 52-week low; slips 26% since merger announcement with HDFC,2022-05-19 00:00:00,-1,hdfc bank hits week low slips merger announcement hdfc
1012,Nykaa share price falls on large trade deal buzz in the market,2023-01-12 11:06:00,-1,nykaa share price falls large trade deal buzz market
1013,"Investor loses  ���20 lacs in 11 days, shares 5 tips for 'aggressive' investors",2023-01-12 10:53:00,-1,investor loses lacs days shares tips aggressive investors
1014,"HCL Tech share price gains, Infosys loses ahead of Q3 earnings",2023-01-12 09:29:00,0,hcl tech share price gains infosys loses ahead earnings
1015,Wall Street ended sharply higher on optimism before key US inflation report,2023-01-12 09:20:00,0,wall street ended sharply higher optimism key inflation report
1016,"NTPC, IEX, JSW Energy, Tata Pwr: Jefferies' top recommendations on power stocks",2023-01-12 08:28:00,1,ntpc iex jsw energy tata pwr jefferies recommendations power stocks
1017,Wall Street���s missing ingredient: Debt offerings,2023-01-11 19:55:00,0,wall street missing ingredient debt offerings
1018,"Nifty, Sensex close flat as investors await India Inc earnings, US inflation",2023-01-11 16:36:00,0,nifty sensex close flat investors await india inc earnings inflation
1019,"KFin Technologies shares dip after flat debut. Buy, sell or hold?",2022-12-29 11:07:00,-1,kfin technologies shares dip flat debut buy sell hold 
1020,"Penny stock sets record date for 127:100 rights issue, down 76% from 1-year high",2022-12-28 22:37:00,-1,penny stock sets record date rights issue year high
1021,Wall Street slides as economic data aggravates concern over Fed rate hike,2022-12-22 21:49:00,0,wall street slides economic data aggravates concern fed rate hike
1022,Buy and sell: 4 sugar stocks dip on bulk deals; 3 of them are multibaggers,2022-12-21 22:39:00,-1,buy sell sugar stocks dip bulk deals multibaggers
1023,"Foreign investors buy Indian equities in December first half, despite stock slip",2022-12-21 20:15:00,1,foreign investors buy indian equities december half despite stock slip
1024,Asia stocks set to open lower on hawkish policy,2022-12-16 06:05:00,-1,asia stocks set open lower hawkish policy
1025,"Uniparts India share price dips further after muted listing. Buy, sell, hold?",2022-12-12 11:43:00,-1,uniparts india share price dips muted listing buy sell hold 
1026,SoftBank to cut stake in PolicyBazaar by half,2022-12-02 06:38:00,-1,softbank cut stake policybazaar half
1027,"EV company posted highest ever monthly sales record of 116%, scrip rises 3%",2022-12-01 22:50:00,1,ev company posted highest monthly sales record scrip rises 
1028,Credit Suisse shares on worst run since 1989 as losses deepen,2022-12-01 20:40:00,-1,credit suisse shares worst run losses deepen
1029,Credit Suisse rights sell-off spells worst year for its shares,2022-11-29 20:59:00,-1,credit suisse rights sell spells worst year shares
1030,"Sensex falls 450 pts as metal, energy stocks witness selling; Hindalco down 4%",2022-04-12 10:42:00,-1,sensex falls pts metal energy stocks witness selling hindalco 
1031,Global markets are falling again with echoes of rate-spurred 2018 rout,2022-04-12 05:51:00,-1,global markets falling echoes rate spurred rout
1032,Tech stocks poised to slip as bond yields climb,2022-04-11 17:55:00,-1,tech stocks poised slip bond yields climb
1033,"HDFC Securities bullish on this multibagger infra stock, sees upside in 3 months",2022-04-11 16:20:00,0,hdfc securities bullish multibagger infra stock sees upside months
1034,Rakesh Jhunjhunwala portfolio stock up 24% in a mth. Anand Rathi sees more gain,2022-04-11 15:34:00,1,rakesh jhunjhunwala portfolio stock mth anand rathi sees gain
1035,Rakesh Jhunjhunwala books profit in auto stock that tumbled 15% this year,2022-04-11 07:54:00,0,rakesh jhunjhunwala books profit auto stock tumbled year
1036,Rakesh Jhunjhunwala's portfolio dips by over  ���900 crore so far in Apr,2022-04-10 17:17:00,0,rakesh jhunjhunwala portfolio dips crore far apr
1037,Sebi levies  ���35 lakh fine on 7 entities over non-genuine trades,2022-04-08 22:12:00,0,sebi levies lakh fine entities non genuine trades
1038,Govt notifies new drone rules: These stocks should be on your radar,2021-08-27 11:54:00,0,govt notifies new drone rules stocks radar
1039,"RBI policy decision won't shock the markets, assures Governor Das",2021-08-27 09:17:00,0,rbi policy decision won shock markets assures governor das
1040,Sensex ends 300 points lower; Tata Steel and JSW Steel slump 8%,2021-08-20 16:33:00,-1,sensex ends points lower tata steel jsw steel slump 
1041,CarTrade shares GMP dips ahead of listing,2021-08-18 09:02:00,-1,cartrade shares gmp dips ahead listing
